algorithm,performance_ratio_threshold,fraction_of_problems,target_residual
Differential Evolution,474.17588406260387,0.32,0.001
Differential Evolution,489.4777611942768,0.32,0.001
Differential Evolution,505.27343704415205,0.32,0.001
Differential Evolution,521.5788467273803,0.32,0.001
Differential Evolution,538.4104395927153,0.32,0.001
Differential Evolution,555.7851958170738,0.32,0.001
Differential Evolution,573.7206435356103,0.32,0.001
Differential Evolution,592.2348765245805,0.32,0.001
Differential Evolution,611.3465724548487,0.32,0.001
Differential Evolution,631.0750117344355,0.32,0.001
Differential Evolution,651.4400969591285,0.32,0.001
Differential Evolution,672.4623729907742,0.32,0.001
Differential Evolution,694.1630476834996,0.32,0.001
Differential Evolution,716.5640132787845,0.32,0.001
Differential Evolution,739.687868490963,0.32,0.001
Differential Evolution,763.5579413054273,0.32,0.001
Differential Evolution,788.1983125125514,0.32,0.001
Differential Evolution,813.6338400010532,0.32,0.001
Differential Evolution,839.8901838353238,0.32,0.001
Differential Evolution,866.993832142013,0.32,0.001
Differential Evolution,894.9721278319807,0.32,0.001
Differential Evolution,923.8532961845837,0.32,0.001
Differential Evolution,953.6664733221226,0.32,0.001
Differential Evolution,984.4417356031622,0.32,0.001
Differential Evolution,1016.2101299644022,0.32,0.001
Differential Evolution,1049.0037052416799,0.32,0.001
Differential Evolution,1082.8555445017255,0.32,0.001
Differential Evolution,1117.79979841728,0.32,0.001
Differential Evolution,1153.8717197192325,0.32,0.001
Differential Evolution,1191.107698760554,0.32,0.001
Differential Evolution,1229.5453002278975,0.32,0.001
Differential Evolution,1269.2233010378866,0.32,0.001
Differential Evolution,1310.181729456345,0.32,0.001
Differential Evolution,1352.4619054799252,0.32,0.001
Differential Evolution,1396.1064825208553,0.32,0.001
Differential Evolution,1441.159490436892,0.32,0.001
Differential Evolution,1487.666379949852,0.32,0.001
Differential Evolution,1535.674068497562,0.32,0.001
Differential Evolution,1585.2309875654737,0.32,0.001
Differential Evolution,1636.3871315456786,0.32,0.001
Differential Evolution,1689.1941081726382,0.32,0.001
Differential Evolution,1743.7051905865023,0.32,0.001
Differential Evolution,1799.975371076515,0.32,0.001
Differential Evolution,1858.0614165587729,0.32,0.001
Differential Evolution,1918.0219258442487,0.32,0.001
Differential Evolution,1979.9173887549005,0.32,0.001
Differential Evolution,2043.8102471474845,0.32,0.001
Differential Evolution,2109.7649579066165,0.32,0.001
Differential Evolution,2177.8480579706697,0.32,0.001
Differential Evolution,2248.1282314560844,0.32,0.001
Differential Evolution,2320.6763789477927,0.32,0.001
Differential Evolution,2395.5656890257096,0.32,0.001
Differential Evolution,2472.8717120993824,0.32,0.001
Differential Evolution,2552.672436625342,0.32,0.001
Differential Evolution,2635.0483677840257,0.32,0.001
Differential Evolution,2720.0826086956167,0.32,0.001
Multi-start L-BFGS-B,1.0,0.42,0.001
Multi-start L-BFGS-B,1.032270466816175,0.42,0.001
Multi-start L-BFGS-B,1.065582316660884,0.42,0.001
Multi-start L-BFGS-B,1.099969155450592,0.42,0.001
Multi-start L-BFGS-B,1.1354656735803765,0.42,0.001
Multi-start L-BFGS-B,1.172107680920558,0.42,0.001
Multi-start L-BFGS-B,1.2099321429426886,0.42,0.001
Multi-start L-BFGS-B,1.2489772180113443,0.42,0.001
Multi-start L-BFGS-B,1.289282295879338,0.42,0.001
Multi-start L-BFGS-B,1.3308880374251941,0.42,0.001
Multi-start L-BFGS-B,1.3738364156729683,0.42,0.001
Multi-start L-BFGS-B,1.4181707581357959,0.42,0.001
Multi-start L-BFGS-B,1.4639357905258867,0.42,0.001
Multi-start L-BFGS-B,1.5111776818750635,0.42,0.001
Multi-start L-BFGS-B,1.5599440911113571,0.44,0.001
Multi-start L-BFGS-B,1.6102842151386545,0.44,0.001
Multi-start L-BFGS-B,1.662248838467897,0.44,0.001
Multi-start L-BFGS-B,1.7158903844499007,0.44,0.001
Multi-start L-BFGS-B,1.771262968161485,0.44,0.001
Multi-start L-BFGS-B,1.8284224509982603,0.44,0.001
Multi-start L-BFGS-B,1.887426497029149,0.44,0.001
Multi-start L-BFGS-B,1.9483346311694978,0.44,0.001
Multi-start L-BFGS-B,2.0112082992314577,0.46,0.001
Multi-start L-BFGS-B,2.0761109299122222,0.46,0.001
Multi-start L-BFGS-B,2.143107998782653,0.46,0.001
Multi-start L-BFGS-B,2.2122670943408482,0.46,0.001
Multi-start L-BFGS-B,2.2836579861972903,0.46,0.001
Multi-start L-BFGS-B,2.357352695460363,0.46,0.001
Multi-start L-BFGS-B,2.433425567393238,0.46,0.001
Multi-start L-BFGS-B,2.5119533464154333,0.46,0.001
Multi-start L-BFGS-B,2.5930152535247126,0.46,0.001
Multi-start L-BFGS-B,2.6766930662174175,0.46,0.001
Multi-start L-BFGS-B,2.7630712009878726,0.46,0.001
Multi-start L-BFGS-B,2.8522367984900807,0.46,0.001
Multi-start L-BFGS-B,2.944279811447628,0.46,0.001
Multi-start L-BFGS-B,3.0392930954004833,0.46,0.001
Multi-start L-BFGS-B,3.1373725023802344,0.46,0.001
Multi-start L-BFGS-B,3.238616977608276,0.46,0.001
Multi-start L-BFGS-B,3.3431286593144853,0.46,0.001
Multi-start L-BFGS-B,3.451012981777097,0.46,0.001
Multi-start L-BFGS-B,3.5623787816877246,0.46,0.001
Multi-start L-BFGS-B,3.677338407948824,0.46,0.001
Multi-start L-BFGS-B,3.796007835014383,0.46,0.001
Multi-start L-BFGS-B,3.9185067798881548,0.46,0.001
Multi-start L-BFGS-B,4.044958822897493,0.46,0.001
Multi-start L-BFGS-B,4.1754915323646005,0.46,0.001
Multi-start L-BFGS-B,4.310236593300993,0.46,0.001
Multi-start L-BFGS-B,4.449329940254976,0.46,0.001
Multi-start L-BFGS-B,4.592911894446188,0.46,0.001
Multi-start L-BFGS-B,4.74112730532553,0.46,0.001
Multi-start L-BFGS-B,4.894125696703299,0.46,0.001
Multi-start L-BFGS-B,5.052061417592952,0.46,0.001
Multi-start L-BFGS-B,5.215093797922664,0.46,0.001
Multi-start L-BFGS-B,5.383387309271767,0.46,0.001
Multi-start L-BFGS-B,5.557111730794241,0.46,0.001
Multi-start L-BFGS-B,5.736442320496613,0.46,0.001
Multi-start L-BFGS-B,5.921559992043101,0.46,0.001
Multi-start L-BFGS-B,6.1126514972663175,0.46,0.001
Multi-start L-BFGS-B,6.309909614567694,0.46,0.001
Multi-start L-BFGS-B,6.513533343397664,0.46,0.001
Multi-start L-BFGS-B,6.723728105011829,0.46,0.001
Multi-start L-BFGS-B,6.940705949705596,0.46,0.001
Multi-start L-BFGS-B,7.1646857707364004,0.46,0.001
Multi-start L-BFGS-B,7.39589352514927,0.46,0.001
Multi-start L-BFGS-B,7.634562461728565,0.46,0.001
Multi-start L-BFGS-B,7.880933356305793,0.46,0.001
Multi-start L-BFGS-B,8.135254754660945,0.46,0.001
Multi-start L-BFGS-B,8.397783223262364,0.46,0.001
Multi-start L-BFGS-B,8.668783608098082,0.46,0.001
Multi-start L-BFGS-B,8.948529301859814,0.46,0.001
Multi-start L-BFGS-B,9.23730251974905,0.46,0.001
Multi-start L-BFGS-B,9.535394584183583,0.46,0.001
Multi-start L-BFGS-B,9.843106218691615,0.48,0.001
Multi-start L-BFGS-B,10.16074785128999,0.48,0.001
Multi-start L-BFGS-B,10.488639927652564,0.48,0.001
Multi-start L-BFGS-B,10.827113234384683,0.48,0.001
Multi-start L-BFGS-B,11.176509232729869,0.48,0.001
Multi-start L-BFGS-B,11.537180403045351,0.48,0.001
Multi-start L-BFGS-B,11.909490600394049,0.48,0.001
Multi-start L-BFGS-B,12.293815421611614,0.48,0.001
Multi-start L-BFGS-B,12.690542584218917,0.48,0.001
Multi-start L-BFGS-B,13.100072317562208,0.48,0.001
Multi-start L-BFGS-B,13.522817766575592,0.48,0.001
Multi-start L-BFGS-B,13.95920540857305,0.48,0.001
Multi-start L-BFGS-B,14.409675483490583,0.48,0.001
Multi-start L-BFGS-B,14.874682438012416,0.48,0.001
Multi-start L-BFGS-B,15.354695384029435,0.48,0.001
Multi-start L-BFGS-B,15.850198571892232,0.48,0.001
Multi-start L-BFGS-B,16.361691878936274,0.48,0.001
Multi-start L-BFGS-B,16.889691313771966,0.48,0.001
Multi-start L-BFGS-B,17.43472953684848,0.48,0.001
Multi-start L-BFGS-B,17.997356397816333,0.48,0.001
Multi-start L-BFGS-B,18.57813949023095,0.48,0.001
Multi-start L-BFGS-B,19.177664724156717,0.48,0.001
Multi-start L-BFGS-B,19.796536917249345,0.48,0.001
Multi-start L-BFGS-B,20.43538040491262,0.48,0.001
Multi-start L-BFGS-B,21.094839670145277,0.48,0.001
Multi-start L-BFGS-B,21.77557999371323,0.48,0.001
Multi-start L-BFGS-B,22.478288125303315,0.48,0.001
Multi-start L-BFGS-B,23.203672976335348,0.48,0.001
Multi-start L-BFGS-B,23.952466335131554,0.48,0.001
Multi-start L-BFGS-B,24.725423605164963,0.48,0.001
Multi-start L-BFGS-B,25.523324567131308,0.48,0.001
Multi-start L-BFGS-B,26.346974165613393,0.5,0.001
Multi-start L-BFGS-B,27.19720332113144,0.5,0.001
Multi-start L-BFGS-B,28.074869768398774,0.5,0.001
Multi-start L-BFGS-B,28.980858921628318,0.5,0.001
Multi-start L-BFGS-B,29.91608476776299,0.5,0.001
Multi-start L-BFGS-B,30.88149078853096,0.5,0.001
Multi-start L-BFGS-B,31.87805091225626,0.5,0.001
Multi-start L-BFGS-B,32.90677049638456,0.5,0.001
Multi-start L-BFGS-B,33.96868734171564,0.5,0.001
Multi-start L-BFGS-B,35.0648727393655,0.5,0.001
Multi-start L-BFGS-B,36.19643255151459,0.5,0.001
Multi-start L-BFGS-B,37.364508327032155,0.5,0.001
Multi-start L-BFGS-B,38.57027845310236,0.5,0.001
Multi-start L-BFGS-B,39.81495934401382,0.5,0.001
Multi-start L-BFGS-B,41.099806668312176,0.5,0.001
Multi-start L-BFGS-B,42.42611661555315,0.5,0.001
Multi-start L-BFGS-B,43.79522720393455,0.5,0.001
Multi-start L-BFGS-B,45.20851963012596,0.5,0.001
Multi-start L-BFGS-B,46.66741966265833,0.5,0.001
Multi-start L-BFGS-B,48.17339908027866,0.5,0.001
Multi-start L-BFGS-B,49.72797715672117,0.5,0.001
Multi-start L-BFGS-B,51.33272219339265,0.52,0.001
Multi-start L-BFGS-B,52.98925310151845,0.52,0.001
Multi-start L-BFGS-B,54.6992410353449,0.52,0.001
Multi-start L-BFGS-B,56.46441107804598,0.52,0.001
Multi-start L-BFGS-B,58.28654398203492,0.52,0.001
Multi-start L-BFGS-B,60.167477965436696,0.52,0.001
Multi-start L-BFGS-B,62.10911056653329,0.52,0.001
Multi-start L-BFGS-B,64.11340055805275,0.52,0.001
Multi-start L-BFGS-B,66.18236992323352,0.52,0.001
Multi-start L-BFGS-B,68.31810589565704,0.54,0.001
Multi-start L-BFGS-B,70.5227630649068,0.54,0.001
Multi-start L-BFGS-B,72.79856555017784,0.54,0.001
Multi-start L-BFGS-B,75.14780924402999,0.54,0.001
Multi-start L-BFGS-B,77.5728641285477,0.54,0.001
Multi-start L-BFGS-B,80.0761766662437,0.54,0.001
Multi-start L-BFGS-B,82.66027226811788,0.54,0.001
Multi-start L-BFGS-B,85.32775784136216,0.54,0.001
Multi-start L-BFGS-B,88.08132441928045,0.54,0.001
Multi-start L-BFGS-B,90.92374987607762,0.54,0.001
Multi-start L-BFGS-B,93.85790172925577,0.54,0.001
Multi-start L-BFGS-B,96.88674003244553,0.54,0.001
Multi-start L-BFGS-B,100.01332036158993,0.54,0.001
Multi-start L-BFGS-B,103.24079689749414,0.54,0.001
Multi-start L-BFGS-B,106.57242560785014,0.54,0.001
Multi-start L-BFGS-B,110.01156753194759,0.54,0.001
Multi-start L-BFGS-B,113.56169217138275,0.54,0.001
Multi-start L-BFGS-B,117.22638099018796,0.54,0.001
Multi-start L-BFGS-B,121.00933102791217,0.54,0.001
Multi-start L-BFGS-B,124.914358629296,0.54,0.001
Multi-start L-BFGS-B,128.9454032943064,0.54,0.001
Multi-start L-BFGS-B,133.10653165241368,0.54,0.001
Multi-start L-BFGS-B,137.40194156511896,0.54,0.001
Multi-start L-BFGS-B,141.8359663608742,0.54,0.001
Multi-start L-BFGS-B,146.41307920666299,0.54,0.001
Multi-start L-BFGS-B,151.13789762065554,0.54,0.001
Multi-start L-BFGS-B,156.0151881304894,0.54,0.001
Multi-start L-BFGS-B,161.04987108187373,0.54,0.001
Multi-start L-BFGS-B,166.2470256023705,0.54,0.001
Multi-start L-BFGS-B,171.6118947253597,0.54,0.001
Multi-start L-BFGS-B,177.1498906793554,0.54,0.001
Multi-start L-BFGS-B,182.86660034801247,0.54,0.001
Multi-start L-BFGS-B,188.76779090632982,0.54,0.001
Multi-start L-BFGS-B,194.8594156387351,0.54,0.001
Multi-start L-BFGS-B,201.14761994492423,0.54,0.001
Multi-start L-BFGS-B,207.63874753950958,0.54,0.001
Multi-start L-BFGS-B,214.33934685173534,0.54,0.001
Multi-start L-BFGS-B,221.256177631715,0.54,0.001
Multi-start L-BFGS-B,228.39621776985308,0.54,0.001
Multi-start L-BFGS-B,235.76667033633487,0.54,0.001
Multi-start L-BFGS-B,243.37497084778374,0.54,0.001
Multi-start L-BFGS-B,251.22879476841456,0.54,0.001
Multi-start L-BFGS-B,259.33606525325644,0.54,0.001
Multi-start L-BFGS-B,267.70496114124916,0.54,0.001
Multi-start L-BFGS-B,276.3439252062831,0.54,0.001
Multi-start L-BFGS-B,285.26167267450415,0.54,0.001
Multi-start L-BFGS-B,294.46720001647344,0.54,0.001
Multi-start L-BFGS-B,303.9697940230568,0.54,0.001
Multi-start L-BFGS-B,313.7790411741976,0.54,0.001
Multi-start L-BFGS-B,323.9048373100205,0.54,0.001
Multi-start L-BFGS-B,334.35739761403227,0.54,0.001
Multi-start L-BFGS-B,345.1472669184787,0.54,0.001
Multi-start L-BFGS-B,356.28533034226473,0.54,0.001
Multi-start L-BFGS-B,367.78282427216493,0.54,0.001
Multi-start L-BFGS-B,379.6513476983991,0.54,0.001
Multi-start L-BFGS-B,391.9028739160162,0.54,0.001
Multi-start L-BFGS-B,404.5497626038868,0.54,0.001
Multi-start L-BFGS-B,417.60477229348675,0.54,0.001
Multi-start L-BFGS-B,431.0810732400602,0.54,0.001
Multi-start L-BFGS-B,444.9922607091349,0.54,0.001
Multi-start L-BFGS-B,459.35236869180346,0.54,0.001
Multi-start L-BFGS-B,474.17588406260387,0.54,0.001
Multi-start L-BFGS-B,489.4777611942768,0.54,0.001
Multi-start L-BFGS-B,505.27343704415205,0.54,0.001
Multi-start L-BFGS-B,521.5788467273803,0.54,0.001
Multi-start L-BFGS-B,538.4104395927153,0.54,0.001
Multi-start L-BFGS-B,555.7851958170738,0.54,0.001
Multi-start L-BFGS-B,573.7206435356103,0.54,0.001
Multi-start L-BFGS-B,592.2348765245805,0.54,0.001
Multi-start L-BFGS-B,611.3465724548487,0.54,0.001
Multi-start L-BFGS-B,631.0750117344355,0.54,0.001
Multi-start L-BFGS-B,651.4400969591285,0.54,0.001
Multi-start L-BFGS-B,672.4623729907742,0.54,0.001
Multi-start L-BFGS-B,694.1630476834996,0.54,0.001
Multi-start L-BFGS-B,716.5640132787845,0.54,0.001
Multi-start L-BFGS-B,739.687868490963,0.54,0.001
Multi-start L-BFGS-B,763.5579413054273,0.54,0.001
Multi-start L-BFGS-B,788.1983125125514,0.54,0.001
Multi-start L-BFGS-B,813.6338400010532,0.54,0.001
Multi-start L-BFGS-B,839.8901838353238,0.54,0.001
Multi-start L-BFGS-B,866.993832142013,0.54,0.001
Multi-start L-BFGS-B,894.9721278319807,0.54,0.001
Multi-start L-BFGS-B,923.8532961845837,0.54,0.001
Multi-start L-BFGS-B,953.6664733221226,0.54,0.001
Multi-start L-BFGS-B,984.4417356031622,0.54,0.001
Multi-start L-BFGS-B,1016.2101299644022,0.54,0.001
Multi-start L-BFGS-B,1049.0037052416799,0.54,0.001
Multi-start L-BFGS-B,1082.8555445017255,0.54,0.001
Multi-start L-BFGS-B,1117.79979841728,0.54,0.001
Multi-start L-BFGS-B,1153.8717197192325,0.54,0.001
Multi-start L-BFGS-B,1191.107698760554,0.54,0.001
Multi-start L-BFGS-B,1229.5453002278975,0.54,0.001
Multi-start L-BFGS-B,1269.2233010378866,0.54,0.001
Multi-start L-BFGS-B,1310.181729456345,0.54,0.001
Multi-start L-BFGS-B,1352.4619054799252,0.54,0.001
Multi-start L-BFGS-B,1396.1064825208553,0.54,0.001
Multi-start L-BFGS-B,1441.159490436892,0.54,0.001
Multi-start L-BFGS-B,1487.666379949852,0.54,0.001
Multi-start L-BFGS-B,1535.674068497562,0.54,0.001
Multi-start L-BFGS-B,1585.2309875654737,0.54,0.001
Multi-start L-BFGS-B,1636.3871315456786,0.54,0.001
Multi-start L-BFGS-B,1689.1941081726382,0.54,0.001
Multi-start L-BFGS-B,1743.7051905865023,0.54,0.001
Multi-start L-BFGS-B,1799.975371076515,0.54,0.001
Multi-start L-BFGS-B,1858.0614165587729,0.54,0.001
Multi-start L-BFGS-B,1918.0219258442487,0.54,0.001
Multi-start L-BFGS-B,1979.9173887549005,0.54,0.001
Multi-start L-BFGS-B,2043.8102471474845,0.54,0.001
Multi-start L-BFGS-B,2109.7649579066165,0.54,0.001
Multi-start L-BFGS-B,2177.8480579706697,0.54,0.001
Multi-start L-BFGS-B,2248.1282314560844,0.54,0.001
Multi-start L-BFGS-B,2320.6763789477927,0.54,0.001
Multi-start L-BFGS-B,2395.5656890257096,0.54,0.001
Multi-start L-BFGS-B,2472.8717120993824,0.54,0.001
Multi-start L-BFGS-B,2552.672436625342,0.54,0.001
Multi-start L-BFGS-B,2635.0483677840257,0.54,0.001
Multi-start L-BFGS-B,2720.0826086956167,0.54,0.001
Latin Hypercube Sampling,1.0,0.0,0.001
Latin Hypercube Sampling,1.032270466816175,0.0,0.001
Latin Hypercube Sampling,1.065582316660884,0.0,0.001
Latin Hypercube Sampling,1.099969155450592,0.0,0.001
Latin Hypercube Sampling,1.1354656735803765,0.0,0.001
Latin Hypercube Sampling,1.172107680920558,0.0,0.001
Latin Hypercube Sampling,1.2099321429426886,0.0,0.001
Latin Hypercube Sampling,1.2489772180113443,0.0,0.001
Latin Hypercube Sampling,1.289282295879338,0.0,0.001
Latin Hypercube Sampling,1.3308880374251941,0.0,0.001
Latin Hypercube Sampling,1.3738364156729683,0.0,0.001
Latin Hypercube Sampling,1.4181707581357959,0.0,0.001
Latin Hypercube Sampling,1.4639357905258867,0.0,0.001
Latin Hypercube Sampling,1.5111776818750635,0.0,0.001
Latin Hypercube Sampling,1.5599440911113571,0.0,0.001
Latin Hypercube Sampling,1.6102842151386545,0.0,0.001
Latin Hypercube Sampling,1.662248838467897,0.0,0.001
Latin Hypercube Sampling,1.7158903844499007,0.0,0.001
Latin Hypercube Sampling,1.771262968161485,0.0,0.001
Latin Hypercube Sampling,1.8284224509982603,0.0,0.001
Latin Hypercube Sampling,1.887426497029149,0.0,0.001
Latin Hypercube Sampling,1.9483346311694978,0.0,0.001
Latin Hypercube Sampling,2.0112082992314577,0.0,0.001
Latin Hypercube Sampling,2.0761109299122222,0.0,0.001
Latin Hypercube Sampling,2.143107998782653,0.0,0.001
Latin Hypercube Sampling,2.2122670943408482,0.0,0.001
Latin Hypercube Sampling,2.2836579861972903,0.0,0.001
Latin Hypercube Sampling,2.357352695460363,0.0,0.001
Latin Hypercube Sampling,2.433425567393238,0.0,0.001
Latin Hypercube Sampling,2.5119533464154333,0.0,0.001
Latin Hypercube Sampling,2.5930152535247126,0.0,0.001
Latin Hypercube Sampling,2.6766930662174175,0.0,0.001
Latin Hypercube Sampling,2.7630712009878726,0.0,0.001
Latin Hypercube Sampling,2.8522367984900807,0.0,0.001
Latin Hypercube Sampling,2.944279811447628,0.0,0.001
Latin Hypercube Sampling,3.0392930954004833,0.0,0.001
Latin Hypercube Sampling,3.1373725023802344,0.0,0.001
Latin Hypercube Sampling,3.238616977608276,0.0,0.001
Latin Hypercube Sampling,3.3431286593144853,0.0,0.001
Latin Hypercube Sampling,3.451012981777097,0.0,0.001
Latin Hypercube Sampling,3.5623787816877246,0.0,0.001
Latin Hypercube Sampling,3.677338407948824,0.0,0.001
Latin Hypercube Sampling,3.796007835014383,0.0,0.001
Latin Hypercube Sampling,3.9185067798881548,0.0,0.001
Latin Hypercube Sampling,4.044958822897493,0.0,0.001
Latin Hypercube Sampling,4.1754915323646005,0.0,0.001
Latin Hypercube Sampling,4.310236593300993,0.0,0.001
Latin Hypercube Sampling,4.449329940254976,0.0,0.001
Latin Hypercube Sampling,4.592911894446188,0.0,0.001
Latin Hypercube Sampling,4.74112730532553,0.0,0.001
Latin Hypercube Sampling,4.894125696703299,0.0,0.001
Latin Hypercube Sampling,5.052061417592952,0.0,0.001
Latin Hypercube Sampling,5.215093797922664,0.0,0.001
Latin Hypercube Sampling,5.383387309271767,0.0,0.001
Latin Hypercube Sampling,5.557111730794241,0.0,0.001
Latin Hypercube Sampling,5.736442320496613,0.0,0.001
Latin Hypercube Sampling,5.921559992043101,0.0,0.001
Latin Hypercube Sampling,6.1126514972663175,0.02,0.001
Latin Hypercube Sampling,6.309909614567694,0.02,0.001
Latin Hypercube Sampling,6.513533343397664,0.02,0.001
Latin Hypercube Sampling,6.723728105011829,0.02,0.001
Latin Hypercube Sampling,6.940705949705596,0.02,0.001
Latin Hypercube Sampling,7.1646857707364004,0.02,0.001
Latin Hypercube Sampling,7.39589352514927,0.02,0.001
Latin Hypercube Sampling,7.634562461728565,0.02,0.001
Latin Hypercube Sampling,7.880933356305793,0.02,0.001
Latin Hypercube Sampling,8.135254754660945,0.02,0.001
Latin Hypercube Sampling,8.397783223262364,0.02,0.001
Latin Hypercube Sampling,8.668783608098082,0.02,0.001
Latin Hypercube Sampling,8.948529301859814,0.02,0.001
Latin Hypercube Sampling,9.23730251974905,0.02,0.001
Latin Hypercube Sampling,9.535394584183583,0.02,0.001
Latin Hypercube Sampling,9.843106218691615,0.02,0.001
Latin Hypercube Sampling,10.16074785128999,0.02,0.001
Latin Hypercube Sampling,10.488639927652564,0.02,0.001
Latin Hypercube Sampling,10.827113234384683,0.02,0.001
Latin Hypercube Sampling,11.176509232729869,0.02,0.001
Latin Hypercube Sampling,11.537180403045351,0.02,0.001
Latin Hypercube Sampling,11.909490600394049,0.02,0.001
Latin Hypercube Sampling,12.293815421611614,0.02,0.001
Latin Hypercube Sampling,12.690542584218917,0.02,0.001
