algorithm,performance_ratio_threshold,fraction_of_problems,target_residual
Latin Hypercube Sampling,13.100072317562208,0.02,0.001
Latin Hypercube Sampling,13.522817766575592,0.02,0.001
Latin Hypercube Sampling,13.95920540857305,0.02,0.001
Latin Hypercube Sampling,14.409675483490583,0.02,0.001
Latin Hypercube Sampling,14.874682438012416,0.02,0.001
Latin Hypercube Sampling,15.354695384029435,0.02,0.001
Latin Hypercube Sampling,15.850198571892232,0.04,0.001
Latin Hypercube Sampling,16.361691878936274,0.04,0.001
Latin Hypercube Sampling,16.889691313771966,0.04,0.001
Latin Hypercube Sampling,17.43472953684848,0.04,0.001
Latin Hypercube Sampling,17.997356397816333,0.04,0.001
Latin Hypercube Sampling,18.57813949023095,0.04,0.001
Latin Hypercube Sampling,19.177664724156717,0.04,0.001
Latin Hypercube Sampling,19.796536917249345,0.04,0.001
Latin Hypercube Sampling,20.43538040491262,0.04,0.001
Latin Hypercube Sampling,21.094839670145277,0.04,0.001
Latin Hypercube Sampling,21.77557999371323,0.04,0.001
Latin Hypercube Sampling,22.478288125303315,0.04,0.001
Latin Hypercube Sampling,23.203672976335348,0.04,0.001
Latin Hypercube Sampling,23.952466335131554,0.04,0.001
Latin Hypercube Sampling,24.725423605164963,0.04,0.001
Latin Hypercube Sampling,25.523324567131308,0.04,0.001
Latin Hypercube Sampling,26.346974165613393,0.04,0.001
Latin Hypercube Sampling,27.19720332113144,0.04,0.001
Latin Hypercube Sampling,28.074869768398774,0.04,0.001
Latin Hypercube Sampling,28.980858921628318,0.04,0.001
Latin Hypercube Sampling,29.91608476776299,0.04,0.001
Latin Hypercube Sampling,30.88149078853096,0.04,0.001
Latin Hypercube Sampling,31.87805091225626,0.04,0.001
Latin Hypercube Sampling,32.90677049638456,0.04,0.001
Latin Hypercube Sampling,33.96868734171564,0.04,0.001
Latin Hypercube Sampling,35.0648727393655,0.08,0.001
Latin Hypercube Sampling,36.19643255151459,0.08,0.001
Latin Hypercube Sampling,37.364508327032155,0.08,0.001
Latin Hypercube Sampling,38.57027845310236,0.08,0.001
Latin Hypercube Sampling,39.81495934401382,0.08,0.001
Latin Hypercube Sampling,41.099806668312176,0.08,0.001
Latin Hypercube Sampling,42.42611661555315,0.08,0.001
Latin Hypercube Sampling,43.79522720393455,0.08,0.001
Latin Hypercube Sampling,45.20851963012596,0.08,0.001
Latin Hypercube Sampling,46.66741966265833,0.08,0.001
Latin Hypercube Sampling,48.17339908027866,0.08,0.001
Latin Hypercube Sampling,49.72797715672117,0.08,0.001
Latin Hypercube Sampling,51.33272219339265,0.08,0.001
Latin Hypercube Sampling,52.98925310151845,0.1,0.001
Latin Hypercube Sampling,54.6992410353449,0.1,0.001
Latin Hypercube Sampling,56.46441107804598,0.1,0.001
Latin Hypercube Sampling,58.28654398203492,0.1,0.001
Latin Hypercube Sampling,60.167477965436696,0.1,0.001
Latin Hypercube Sampling,62.10911056653329,0.1,0.001
Latin Hypercube Sampling,64.11340055805275,0.1,0.001
Latin Hypercube Sampling,66.18236992323352,0.1,0.001
Latin Hypercube Sampling,68.31810589565704,0.1,0.001
Latin Hypercube Sampling,70.5227630649068,0.1,0.001
Latin Hypercube Sampling,72.79856555017784,0.1,0.001
Latin Hypercube Sampling,75.14780924402999,0.12,0.001
Latin Hypercube Sampling,77.5728641285477,0.12,0.001
Latin Hypercube Sampling,80.0761766662437,0.12,0.001
Latin Hypercube Sampling,82.66027226811788,0.12,0.001
Latin Hypercube Sampling,85.32775784136216,0.12,0.001
Latin Hypercube Sampling,88.08132441928045,0.12,0.001
Latin Hypercube Sampling,90.92374987607762,0.14,0.001
Latin Hypercube Sampling,93.85790172925577,0.14,0.001
Latin Hypercube Sampling,96.88674003244553,0.14,0.001
Latin Hypercube Sampling,100.01332036158993,0.16,0.001
Latin Hypercube Sampling,103.24079689749414,0.16,0.001
Latin Hypercube Sampling,106.57242560785014,0.16,0.001
Latin Hypercube Sampling,110.01156753194759,0.16,0.001
Latin Hypercube Sampling,113.56169217138275,0.16,0.001
Latin Hypercube Sampling,117.22638099018796,0.16,0.001
Latin Hypercube Sampling,121.00933102791217,0.16,0.001
Latin Hypercube Sampling,124.914358629296,0.16,0.001
Latin Hypercube Sampling,128.9454032943064,0.16,0.001
Latin Hypercube Sampling,133.10653165241368,0.16,0.001
Latin Hypercube Sampling,137.40194156511896,0.16,0.001
Latin Hypercube Sampling,141.8359663608742,0.16,0.001
Latin Hypercube Sampling,146.41307920666299,0.16,0.001
Latin Hypercube Sampling,151.13789762065554,0.18,0.001
Latin Hypercube Sampling,156.0151881304894,0.18,0.001
Latin Hypercube Sampling,161.04987108187373,0.18,0.001
Latin Hypercube Sampling,166.2470256023705,0.18,0.001
Latin Hypercube Sampling,171.6118947253597,0.2,0.001
Latin Hypercube Sampling,177.1498906793554,0.2,0.001
Latin Hypercube Sampling,182.86660034801247,0.2,0.001
Latin Hypercube Sampling,188.76779090632982,0.2,0.001
Latin Hypercube Sampling,194.8594156387351,0.2,0.001
Latin Hypercube Sampling,201.14761994492423,0.2,0.001
Latin Hypercube Sampling,207.63874753950958,0.2,0.001
Latin Hypercube Sampling,214.33934685173534,0.2,0.001
Latin Hypercube Sampling,221.256177631715,0.2,0.001
Latin Hypercube Sampling,228.39621776985308,0.2,0.001
Latin Hypercube Sampling,235.76667033633487,0.2,0.001
Latin Hypercube Sampling,243.37497084778374,0.2,0.001
Latin Hypercube Sampling,251.22879476841456,0.2,0.001
Latin Hypercube Sampling,259.33606525325644,0.2,0.001
Latin Hypercube Sampling,267.70496114124916,0.2,0.001
Latin Hypercube Sampling,276.3439252062831,0.2,0.001
Latin Hypercube Sampling,285.26167267450415,0.2,0.001
Latin Hypercube Sampling,294.46720001647344,0.2,0.001
Latin Hypercube Sampling,303.9697940230568,0.2,0.001
Latin Hypercube Sampling,313.7790411741976,0.2,0.001
Latin Hypercube Sampling,323.9048373100205,0.2,0.001
Latin Hypercube Sampling,334.35739761403227,0.2,0.001
Latin Hypercube Sampling,345.1472669184787,0.2,0.001
Latin Hypercube Sampling,356.28533034226473,0.2,0.001
Latin Hypercube Sampling,367.78282427216493,0.2,0.001
Latin Hypercube Sampling,379.6513476983991,0.2,0.001
Latin Hypercube Sampling,391.9028739160162,0.2,0.001
Latin Hypercube Sampling,404.5497626038868,0.2,0.001
Latin Hypercube Sampling,417.60477229348675,0.2,0.001
Latin Hypercube Sampling,431.0810732400602,0.2,0.001
Latin Hypercube Sampling,444.9922607091349,0.2,0.001
Latin Hypercube Sampling,459.35236869180346,0.2,0.001
Latin Hypercube Sampling,474.17588406260387,0.2,0.001
Latin Hypercube Sampling,489.4777611942768,0.2,0.001
Latin Hypercube Sampling,505.27343704415205,0.22,0.001
Latin Hypercube Sampling,521.5788467273803,0.22,0.001
Latin Hypercube Sampling,538.4104395927153,0.24,0.001
Latin Hypercube Sampling,555.7851958170738,0.24,0.001
Latin Hypercube Sampling,573.7206435356103,0.24,0.001
Latin Hypercube Sampling,592.2348765245805,0.24,0.001
Latin Hypercube Sampling,611.3465724548487,0.24,0.001
Latin Hypercube Sampling,631.0750117344355,0.24,0.001
Latin Hypercube Sampling,651.4400969591285,0.24,0.001
Latin Hypercube Sampling,672.4623729907742,0.24,0.001
Latin Hypercube Sampling,694.1630476834996,0.24,0.001
Latin Hypercube Sampling,716.5640132787845,0.24,0.001
Latin Hypercube Sampling,739.687868490963,0.24,0.001
Latin Hypercube Sampling,763.5579413054273,0.24,0.001
Latin Hypercube Sampling,788.1983125125514,0.24,0.001
Latin Hypercube Sampling,813.6338400010532,0.24,0.001
Latin Hypercube Sampling,839.8901838353238,0.24,0.001
Latin Hypercube Sampling,866.993832142013,0.24,0.001
Latin Hypercube Sampling,894.9721278319807,0.24,0.001
Latin Hypercube Sampling,923.8532961845837,0.24,0.001
Latin Hypercube Sampling,953.6664733221226,0.24,0.001
Latin Hypercube Sampling,984.4417356031622,0.24,0.001
Latin Hypercube Sampling,1016.2101299644022,0.24,0.001
Latin Hypercube Sampling,1049.0037052416799,0.24,0.001
Latin Hypercube Sampling,1082.8555445017255,0.24,0.001
Latin Hypercube Sampling,1117.79979841728,0.24,0.001
Latin Hypercube Sampling,1153.8717197192325,0.24,0.001
Latin Hypercube Sampling,1191.107698760554,0.24,0.001
Latin Hypercube Sampling,1229.5453002278975,0.24,0.001
Latin Hypercube Sampling,1269.2233010378866,0.24,0.001
Latin Hypercube Sampling,1310.181729456345,0.24,0.001
Latin Hypercube Sampling,1352.4619054799252,0.24,0.001
Latin Hypercube Sampling,1396.1064825208553,0.24,0.001
Latin Hypercube Sampling,1441.159490436892,0.24,0.001
Latin Hypercube Sampling,1487.666379949852,0.24,0.001
Latin Hypercube Sampling,1535.674068497562,0.24,0.001
Latin Hypercube Sampling,1585.2309875654737,0.24,0.001
Latin Hypercube Sampling,1636.3871315456786,0.24,0.001
Latin Hypercube Sampling,1689.1941081726382,0.24,0.001
Latin Hypercube Sampling,1743.7051905865023,0.24,0.001
Latin Hypercube Sampling,1799.975371076515,0.24,0.001
Latin Hypercube Sampling,1858.0614165587729,0.24,0.001
Latin Hypercube Sampling,1918.0219258442487,0.24,0.001
Latin Hypercube Sampling,1979.9173887549005,0.24,0.001
Latin Hypercube Sampling,2043.8102471474845,0.24,0.001
Latin Hypercube Sampling,2109.7649579066165,0.24,0.001
Latin Hypercube Sampling,2177.8480579706697,0.24,0.001
Latin Hypercube Sampling,2248.1282314560844,0.24,0.001
Latin Hypercube Sampling,2320.6763789477927,0.24,0.001
Latin Hypercube Sampling,2395.5656890257096,0.24,0.001
Latin Hypercube Sampling,2472.8717120993824,0.24,0.001
Latin Hypercube Sampling,2552.672436625342,0.24,0.001
Latin Hypercube Sampling,2635.0483677840257,0.24,0.001
Latin Hypercube Sampling,2720.0826086956167,0.24,0.001
Random Search,1.0,0.08,0.001
Random Search,1.032270466816175,0.08,0.001
Random Search,1.065582316660884,0.08,0.001
Random Search,1.099969155450592,0.08,0.001
Random Search,1.1354656735803765,0.08,0.001
Random Search,1.172107680920558,0.08,0.001
Random Search,1.2099321429426886,0.08,0.001
Random Search,1.2489772180113443,0.08,0.001
Random Search,1.289282295879338,0.08,0.001
Random Search,1.3308880374251941,0.08,0.001
Random Search,1.3738364156729683,0.08,0.001
Random Search,1.4181707581357959,0.08,0.001
Random Search,1.4639357905258867,0.08,0.001
Random Search,1.5111776818750635,0.08,0.001
Random Search,1.5599440911113571,0.08,0.001
Random Search,1.6102842151386545,0.08,0.001
Random Search,1.662248838467897,0.08,0.001
Random Search,1.7158903844499007,0.08,0.001
Random Search,1.771262968161485,0.08,0.001
Random Search,1.8284224509982603,0.08,0.001
Random Search,1.887426497029149,0.08,0.001
Random Search,1.9483346311694978,0.08,0.001
Random Search,2.0112082992314577,0.08,0.001
Random Search,2.0761109299122222,0.08,0.001
Random Search,2.143107998782653,0.08,0.001
Random Search,2.2122670943408482,0.08,0.001
Random Search,2.2836579861972903,0.08,0.001
Random Search,2.357352695460363,0.08,0.001
Random Search,2.433425567393238,0.08,0.001
Random Search,2.5119533464154333,0.08,0.001
Random Search,2.5930152535247126,0.08,0.001
Random Search,2.6766930662174175,0.08,0.001
Random Search,2.7630712009878726,0.08,0.001
Random Search,2.8522367984900807,0.08,0.001
Random Search,2.944279811447628,0.08,0.001
Random Search,3.0392930954004833,0.08,0.001
Random Search,3.1373725023802344,0.08,0.001
Random Search,3.238616977608276,0.08,0.001
Random Search,3.3431286593144853,0.08,0.001
Random Search,3.451012981777097,0.08,0.001
Random Search,3.5623787816877246,0.08,0.001
Random Search,3.677338407948824,0.08,0.001
Random Search,3.796007835014383,0.08,0.001
Random Search,3.9185067798881548,0.08,0.001
Random Search,4.044958822897493,0.08,0.001
Random Search,4.1754915323646005,0.08,0.001
Random Search,4.310236593300993,0.08,0.001
Random Search,4.449329940254976,0.08,0.001
Random Search,4.592911894446188,0.08,0.001
Random Search,4.74112730532553,0.08,0.001
Random Search,4.894125696703299,0.08,0.001
Random Search,5.052061417592952,0.08,0.001
Random Search,5.215093797922664,0.08,0.001
Random Search,5.383387309271767,0.08,0.001
Random Search,5.557111730794241,0.08,0.001
Random Search,5.736442320496613,0.08,0.001
Random Search,5.921559992043101,0.08,0.001
Random Search,6.1126514972663175,0.08,0.001
Random Search,6.309909614567694,0.08,0.001
Random Search,6.513533343397664,0.08,0.001
Random Search,6.723728105011829,0.08,0.001
Random Search,6.940705949705596,0.08,0.001
Random Search,7.1646857707364004,0.08,0.001
Random Search,7.39589352514927,0.08,0.001
Random Search,7.634562461728565,0.08,0.001
Random Search,7.880933356305793,0.1,0.001
Random Search,8.135254754660945,0.1,0.001
Random Search,8.397783223262364,0.1,0.001
Random Search,8.668783608098082,0.1,0.001
Random Search,8.948529301859814,0.1,0.001
Random Search,9.23730251974905,0.1,0.001
Random Search,9.535394584183583,0.1,0.001
Random Search,9.843106218691615,0.1,0.001
Random Search,10.16074785128999,0.1,0.001
Random Search,10.488639927652564,0.1,0.001
Random Search,10.827113234384683,0.1,0.001
Random Search,11.176509232729869,0.1,0.001
Random Search,11.537180403045351,0.1,0.001
Random Search,11.909490600394049,0.1,0.001
Random Search,12.293815421611614,0.1,0.001
Random Search,12.690542584218917,0.1,0.001
Random Search,13.100072317562208,0.1,0.001
Random Search,13.522817766575592,0.1,0.001
Random Search,13.95920540857305,0.1,0.001
Random Search,14.409675483490583,0.1,0.001
Random Search,14.874682438012416,0.1,0.001
Random Search,15.354695384029435,0.1,0.001
Random Search,15.850198571892232,0.1,0.001
Random Search,16.361691878936274,0.1,0.001
Random Search,16.889691313771966,0.1,0.001
Random Search,17.43472953684848,0.1,0.001
Random Search,17.997356397816333,0.1,0.001
Random Search,18.57813949023095,0.1,0.001
Random Search,19.177664724156717,0.1,0.001
Random Search,19.796536917249345,0.1,0.001
Random Search,20.43538040491262,0.1,0.001
Random Search,21.094839670145277,0.1,0.001
Random Search,21.77557999371323,0.1,0.001
Random Search,22.478288125303315,0.1,0.001
Random Search,23.203672976335348,0.1,0.001
Random Search,23.952466335131554,0.1,0.001
Random Search,24.725423605164963,0.1,0.001
Random Search,25.523324567131308,0.1,0.001
Random Search,26.346974165613393,0.1,0.001
Random Search,27.19720332113144,0.1,0.001
Random Search,28.074869768398774,0.1,0.001
Random Search,28.980858921628318,0.1,0.001
Random Search,29.91608476776299,0.12,0.001
Random Search,30.88149078853096,0.12,0.001
Random Search,31.87805091225626,0.12,0.001
Random Search,32.90677049638456,0.14,0.001
Random Search,33.96868734171564,0.16,0.001
Random Search,35.0648727393655,0.16,0.001
Random Search,36.19643255151459,0.16,0.001
Random Search,37.364508327032155,0.16,0.001
Random Search,38.57027845310236,0.16,0.001
Random Search,39.81495934401382,0.16,0.001
Random Search,41.099806668312176,0.18,0.001
Random Search,42.42611661555315,0.18,0.001
Random Search,43.79522720393455,0.18,0.001
Random Search,45.20851963012596,0.18,0.001
Random Search,46.66741966265833,0.18,0.001
Random Search,48.17339908027866,0.18,0.001
Random Search,49.72797715672117,0.18,0.001
Random Search,51.33272219339265,0.18,0.001
Random Search,52.98925310151845,0.18,0.001
Random Search,54.6992410353449,0.18,0.001
Random Search,56.46441107804598,0.18,0.001
Random Search,58.28654398203492,0.18,0.001
Random Search,60.167477965436696,0.18,0.001
Random Search,62.10911056653329,0.18,0.001
Random Search,64.11340055805275,0.18,0.001
Random Search,66.18236992323352,0.2,0.001
Random Search,68.31810589565704,0.2,0.001
Random Search,70.5227630649068,0.22,0.001
Random Search,72.79856555017784,0.22,0.001
Random Search,75.14780924402999,0.22,0.001
Random Search,77.5728641285477,0.22,0.001
Random Search,80.0761766662437,0.22,0.001
Random Search,82.66027226811788,0.22,0.001
Random Search,85.32775784136216,0.22,0.001
Random Search,88.08132441928045,0.22,0.001
Random Search,90.92374987607762,0.22,0.001
Random Search,93.85790172925577,0.22,0.001
Random Search,96.88674003244553,0.22,0.001
Random Search,100.01332036158993,0.22,0.001
Random Search,103.24079689749414,0.22,0.001
Random Search,106.57242560785014,0.22,0.001
Random Search,110.01156753194759,0.22,0.001
Random Search,113.56169217138275,0.22,0.001
Random Search,117.22638099018796,0.22,0.001
Random Search,121.00933102791217,0.22,0.001
Random Search,124.914358629296,0.22,0.001
Random Search,128.9454032943064,0.22,0.001
Random Search,133.10653165241368,0.22,0.001
Random Search,137.40194156511896,0.22,0.001
Random Search,141.8359663608742,0.22,0.001
Random Search,146.41307920666299,0.22,0.001
Random Search,151.13789762065554,0.22,0.001
Random Search,156.0151881304894,0.22,0.001
Random Search,161.04987108187373,0.22,0.001
Random Search,166.2470256023705,0.22,0.001
Random Search,171.6118947253597,0.22,0.001
Random Search,177.1498906793554,0.22,0.001
Random Search,182.86660034801247,0.22,0.001
Random Search,188.76779090632982,0.22,0.001
Random Search,194.8594156387351,0.22,0.001
Random Search,201.14761994492423,0.22,0.001
Random Search,207.63874753950958,0.22,0.001
Random Search,214.33934685173534,0.22,0.001
Random Search,221.256177631715,0.22,0.001
Random Search,228.39621776985308,0.22,0.001
Random Search,235.76667033633487,0.22,0.001
Random Search,243.37497084778374,0.22,0.001
Random Search,251.22879476841456,0.22,0.001
Random Search,259.33606525325644,0.22,0.001
Random Search,267.70496114124916,0.22,0.001
Random Search,276.3439252062831,0.22,0.001
Random Search,285.26167267450415,0.22,0.001
Random Search,294.46720001647344,0.24,0.001
Random Search,303.9697940230568,0.24,0.001
Random Search,313.7790411741976,0.24,0.001
Random Search,323.9048373100205,0.24,0.001
Random Search,334.35739761403227,0.24,0.001
Random Search,345.1472669184787,0.24,0.001
Random Search,356.28533034226473,0.24,0.001
Random Search,367.78282427216493,0.24,0.001
Random Search,379.6513476983991,0.24,0.001
Random Search,391.9028739160162,0.24,0.001
Random Search,404.5497626038868,0.24,0.001
Random Search,417.60477229348675,0.24,0.001
Random Search,431.0810732400602,0.24,0.001
Random Search,444.9922607091349,0.24,0.001
Random Search,459.35236869180346,0.24,0.001
Random Search,474.17588406260387,0.24,0.001
Random Search,489.4777611942768,0.24,0.001
Random Search,505.27343704415205,0.24,0.001
Random Search,521.5788467273803,0.24,0.001
Random Search,538.4104395927153,0.26,0.001
Random Search,555.7851958170738,0.26,0.001
Random Search,573.7206435356103,0.26,0.001
Random Search,592.2348765245805,0.26,0.001
Random Search,611.3465724548487,0.26,0.001
Random Search,631.0750117344355,0.26,0.001
Random Search,651.4400969591285,0.28,0.001
Random Search,672.4623729907742,0.28,0.001
Random Search,694.1630476834996,0.28,0.001
Random Search,716.5640132787845,0.28,0.001
Random Search,739.687868490963,0.28,0.001
Random Search,763.5579413054273,0.28,0.001
Random Search,788.1983125125514,0.28,0.001
Random Search,813.6338400010532,0.28,0.001
Random Search,839.8901838353238,0.28,0.001
Random Search,866.993832142013,0.28,0.001
Random Search,894.9721278319807,0.28,0.001
Random Search,923.8532961845837,0.28,0.001
Random Search,953.6664733221226,0.28,0.001
Random Search,984.4417356031622,0.28,0.001
Random Search,1016.2101299644022,0.28,0.001
Random Search,1049.0037052416799,0.28,0.001
Random Search,1082.8555445017255,0.28,0.001
Random Search,1117.79979841728,0.28,0.001
Random Search,1153.8717197192325,0.28,0.001
Random Search,1191.107698760554,0.28,0.001
Random Search,1229.5453002278975,0.28,0.001
Random Search,1269.2233010378866,0.28,0.001
Random Search,1310.181729456345,0.28,0.001
Random Search,1352.4619054799252,0.28,0.001
Random Search,1396.1064825208553,0.28,0.001
Random Search,1441.159490436892,0.28,0.001
Random Search,1487.666379949852,0.28,0.001
Random Search,1535.674068497562,0.28,0.001
Random Search,1585.2309875654737,0.28,0.001
Random Search,1636.3871315456786,0.28,0.001
Random Search,1689.1941081726382,0.28,0.001
Random Search,1743.7051905865023,0.28,0.001
Random Search,1799.975371076515,0.28,0.001
Random Search,1858.0614165587729,0.28,0.001
Random Search,1918.0219258442487,0.28,0.001
Random Search,1979.9173887549005,0.28,0.001
Random Search,2043.8102471474845,0.28,0.001
Random Search,2109.7649579066165,0.28,0.001
Random Search,2177.8480579706697,0.28,0.001
Random Search,2248.1282314560844,0.28,0.001
Random Search,2320.6763789477927,0.28,0.001
Random Search,2395.5656890257096,0.28,0.001
Random Search,2472.8717120993824,0.28,0.001
Random Search,2552.672436625342,0.28,0.001
Random Search,2635.0483677840257,0.28,0.001
Random Search,2720.0826086956167,0.28,0.001
