instance_id,algorithm,target_residual,runs,successes,success_rate,ert_function_evaluations,median_nfe_to_target_successes,dimension,dimension_group
DIAGNQE[N=500],Latin Hypercube Sampling,1e-05,30,0,0.0,inf,,500,large_101_500
DIAGNQE[N=500],Latin Hypercube Sampling,0.001,30,0,0.0,inf,,500,large_101_500
DIAGNQE[N=500],Latin Hypercube Sampling,0.1,30,0,0.0,inf,,500,large_101_500
DIAGNQE[N=500],Multi-start L-BFGS-B,1e-05,30,0,0.0,inf,,500,large_101_500
DIAGNQE[N=500],Multi-start L-BFGS-B,0.001,30,0,0.0,inf,,500,large_101_500
DIAGNQE[N=500],Multi-start L-BFGS-B,0.1,30,0,0.0,inf,,500,large_101_500
DIAGNQE[N=500],Random Search,1e-05,30,0,0.0,inf,,500,large_101_500
DIAGNQE[N=500],Random Search,0.001,30,0,0.0,inf,,500,large_101_500
DIAGNQE[N=500],Random Search,0.1,30,0,0.0,inf,,500,large_101_500
DIAGNQT[N=500],BIPOP-CMA-ES,1e-05,30,0,0.0,inf,,500,large_101_500
DIAGNQT[N=500],BIPOP-CMA-ES,0.001,30,0,0.0,inf,,500,large_101_500
DIAGNQT[N=500],BIPOP-CMA-ES,0.1,30,30,1.0,14616.6,14578.5,500,large_101_500
DIAGNQT[N=500],BasinGraph,1e-05,30,30,1.0,3.0,3.0,500,large_101_500
DIAGNQT[N=500],BasinGraph,0.001,30,30,1.0,3.0,3.0,500,large_101_500
DIAGNQT[N=500],BasinGraph,0.1,30,30,1.0,3.0,3.0,500,large_101_500
DIAGNQT[N=500],CMA-ES,1e-05,30,0,0.0,inf,,500,large_101_500
DIAGNQT[N=500],CMA-ES,0.001,30,0,0.0,inf,,500,large_101_500
DIAGNQT[N=500],CMA-ES,0.1,30,30,1.0,14318.166666666666,14073.0,500,large_101_500
DIAGNQT[N=500],Differential Evolution,1e-05,30,0,0.0,inf,,500,large_101_500
DIAGNQT[N=500],Differential Evolution,0.001,30,0,0.0,inf,,500,large_101_500
DIAGNQT[N=500],Differential Evolution,0.1,30,0,0.0,inf,,500,large_101_500
DIAGNQT[N=500],Latin Hypercube Sampling,1e-05,30,0,0.0,inf,,500,large_101_500
DIAGNQT[N=500],Latin Hypercube Sampling,0.001,30,0,0.0,inf,,500,large_101_500
DIAGNQT[N=500],Latin Hypercube Sampling,0.1,30,0,0.0,inf,,500,large_101_500
DIAGNQT[N=500],Multi-start L-BFGS-B,1e-05,30,0,0.0,inf,,500,large_101_500
DIAGNQT[N=500],Multi-start L-BFGS-B,0.001,30,0,0.0,inf,,500,large_101_500
DIAGNQT[N=500],Multi-start L-BFGS-B,0.1,30,30,1.0,502.0,502.0,500,large_101_500
DIAGNQT[N=500],Random Search,1e-05,30,0,0.0,inf,,500,large_101_500
DIAGNQT[N=500],Random Search,0.001,30,0,0.0,inf,,500,large_101_500
DIAGNQT[N=500],Random Search,0.1,30,0,0.0,inf,,500,large_101_500
DIAGNQT[N=50],BIPOP-CMA-ES,1e-05,30,0,0.0,inf,,50,medium_21_100
DIAGNQT[N=50],BIPOP-CMA-ES,0.001,30,0,0.0,inf,,50,medium_21_100
DIAGNQT[N=50],BIPOP-CMA-ES,0.1,30,30,1.0,1415.9,1350.5,50,medium_21_100
DIAGNQT[N=50],BasinGraph,1e-05,30,30,1.0,3.0,3.0,50,medium_21_100
DIAGNQT[N=50],BasinGraph,0.001,30,30,1.0,3.0,3.0,50,medium_21_100
DIAGNQT[N=50],BasinGraph,0.1,30,30,1.0,3.0,3.0,50,medium_21_100
DIAGNQT[N=50],CMA-ES,1e-05,30,0,0.0,inf,,50,medium_21_100
DIAGNQT[N=50],CMA-ES,0.001,30,0,0.0,inf,,50,medium_21_100
DIAGNQT[N=50],CMA-ES,0.1,30,30,1.0,1317.5,1304.5,50,medium_21_100
DIAGNQT[N=50],Differential Evolution,1e-05,30,0,0.0,inf,,50,medium_21_100
DIAGNQT[N=50],Differential Evolution,0.001,30,0,0.0,inf,,50,medium_21_100
DIAGNQT[N=50],Differential Evolution,0.1,30,0,0.0,inf,,50,medium_21_100
DIAGNQT[N=50],Latin Hypercube Sampling,1e-05,30,0,0.0,inf,,50,medium_21_100
DIAGNQT[N=50],Latin Hypercube Sampling,0.001,30,0,0.0,inf,,50,medium_21_100
DIAGNQT[N=50],Latin Hypercube Sampling,0.1,30,0,0.0,inf,,50,medium_21_100
DIAGNQT[N=50],Multi-start L-BFGS-B,1e-05,30,0,0.0,inf,,50,medium_21_100
DIAGNQT[N=50],Multi-start L-BFGS-B,0.001,30,0,0.0,inf,,50,medium_21_100
DIAGNQT[N=50],Multi-start L-BFGS-B,0.1,30,30,1.0,52.0,52.0,50,medium_21_100
DIAGNQT[N=50],Random Search,1e-05,30,0,0.0,inf,,50,medium_21_100
DIAGNQT[N=50],Random Search,0.001,30,0,0.0,inf,,50,medium_21_100
DIAGNQT[N=50],Random Search,0.1,30,0,0.0,inf,,50,medium_21_100
DIAGPQB[N=500],BIPOP-CMA-ES,1e-05,30,0,0.0,inf,,500,large_101_500
DIAGPQB[N=500],BIPOP-CMA-ES,0.001,30,0,0.0,inf,,500,large_101_500
DIAGPQB[N=500],BIPOP-CMA-ES,0.1,30,0,0.0,inf,,500,large_101_500
DIAGPQB[N=500],BasinGraph,1e-05,30,30,1.0,9372.0,9372.0,500,large_101_500
DIAGPQB[N=500],BasinGraph,0.001,30,30,1.0,9372.0,9372.0,500,large_101_500
DIAGPQB[N=500],BasinGraph,0.1,30,30,1.0,9372.0,9372.0,500,large_101_500
DIAGPQB[N=500],CMA-ES,1e-05,30,0,0.0,inf,,500,large_101_500
DIAGPQB[N=500],CMA-ES,0.001,30,0,0.0,inf,,500,large_101_500
DIAGPQB[N=500],CMA-ES,0.1,30,0,0.0,inf,,500,large_101_500
DIAGPQB[N=500],Differential Evolution,1e-05,30,0,0.0,inf,,500,large_101_500
DIAGPQB[N=500],Differential Evolution,0.001,30,0,0.0,inf,,500,large_101_500
DIAGPQB[N=500],Differential Evolution,0.1,30,0,0.0,inf,,500,large_101_500
DIAGPQB[N=500],Latin Hypercube Sampling,1e-05,30,0,0.0,inf,,500,large_101_500
DIAGPQB[N=500],Latin Hypercube Sampling,0.001,30,0,0.0,inf,,500,large_101_500
DIAGPQB[N=500],Latin Hypercube Sampling,0.1,30,0,0.0,inf,,500,large_101_500
DIAGPQB[N=500],Multi-start L-BFGS-B,1e-05,30,0,0.0,inf,,500,large_101_500
DIAGPQB[N=500],Multi-start L-BFGS-B,0.001,30,0,0.0,inf,,500,large_101_500
DIAGPQB[N=500],Multi-start L-BFGS-B,0.1,30,0,0.0,inf,,500,large_101_500
DIAGPQB[N=500],Random Search,1e-05,30,0,0.0,inf,,500,large_101_500
DIAGPQB[N=500],Random Search,0.001,30,0,0.0,inf,,500,large_101_500
DIAGPQB[N=500],Random Search,0.1,30,0,0.0,inf,,500,large_101_500
DIAGPQE[N=10],BIPOP-CMA-ES,1e-05,30,0,0.0,inf,,10,small_2_20
DIAGPQE[N=10],BIPOP-CMA-ES,0.001,30,0,0.0,inf,,10,small_2_20
DIAGPQE[N=10],BIPOP-CMA-ES,0.1,30,0,0.0,inf,,10,small_2_20
DIAGPQE[N=10],BasinGraph,1e-05,30,30,1.0,258.0,258.0,10,small_2_20
DIAGPQE[N=10],BasinGraph,0.001,30,30,1.0,247.0,247.0,10,small_2_20
DIAGPQE[N=10],BasinGraph,0.1,30,30,1.0,225.0,225.0,10,small_2_20
DIAGPQE[N=10],CMA-ES,1e-05,30,0,0.0,inf,,10,small_2_20
DIAGPQE[N=10],CMA-ES,0.001,30,0,0.0,inf,,10,small_2_20
DIAGPQE[N=10],CMA-ES,0.1,30,0,0.0,inf,,10,small_2_20
DIAGPQE[N=10],Differential Evolution,1e-05,30,0,0.0,inf,,10,small_2_20
DIAGPQE[N=10],Differential Evolution,0.001,30,0,0.0,inf,,10,small_2_20
DIAGPQE[N=10],Differential Evolution,0.1,30,0,0.0,inf,,10,small_2_20
DIAGPQE[N=10],Latin Hypercube Sampling,1e-05,30,0,0.0,inf,,10,small_2_20
DIAGPQE[N=10],Latin Hypercube Sampling,0.001,30,0,0.0,inf,,10,small_2_20
DIAGPQE[N=10],Latin Hypercube Sampling,0.1,30,0,0.0,inf,,10,small_2_20
DIAGPQE[N=10],Multi-start L-BFGS-B,1e-05,30,0,0.0,inf,,10,small_2_20
DIAGPQE[N=10],Multi-start L-BFGS-B,0.001,30,0,0.0,inf,,10,small_2_20
DIAGPQE[N=10],Multi-start L-BFGS-B,0.1,30,0,0.0,inf,,10,small_2_20
DIAGPQE[N=10],Random Search,1e-05,30,0,0.0,inf,,10,small_2_20
DIAGPQE[N=10],Random Search,0.001,30,0,0.0,inf,,10,small_2_20
DIAGPQE[N=10],Random Search,0.1,30,0,0.0,inf,,10,small_2_20
DIAGPQE[N=50],BIPOP-CMA-ES,1e-05,30,0,0.0,inf,,50,medium_21_100
DIAGPQE[N=50],BIPOP-CMA-ES,0.001,30,0,0.0,inf,,50,medium_21_100
DIAGPQE[N=50],BIPOP-CMA-ES,0.1,30,0,0.0,inf,,50,medium_21_100
DIAGPQE[N=50],BasinGraph,1e-05,30,30,1.0,866.0,866.0,50,medium_21_100
DIAGPQE[N=50],BasinGraph,0.001,30,30,1.0,866.0,866.0,50,medium_21_100
DIAGPQE[N=50],BasinGraph,0.1,30,30,1.0,866.0,866.0,50,medium_21_100
DIAGPQE[N=50],CMA-ES,1e-05,30,0,0.0,inf,,50,medium_21_100
DIAGPQE[N=50],CMA-ES,0.001,30,0,0.0,inf,,50,medium_21_100
DIAGPQE[N=50],CMA-ES,0.1,30,0,0.0,inf,,50,medium_21_100
DIAGPQE[N=50],Differential Evolution,1e-05,30,0,0.0,inf,,50,medium_21_100
DIAGPQE[N=50],Differential Evolution,0.001,30,0,0.0,inf,,50,medium_21_100
DIAGPQE[N=50],Differential Evolution,0.1,30,0,0.0,inf,,50,medium_21_100
DIAGPQE[N=50],Latin Hypercube Sampling,1e-05,30,0,0.0,inf,,50,medium_21_100
DIAGPQE[N=50],Latin Hypercube Sampling,0.001,30,0,0.0,inf,,50,medium_21_100
DIAGPQE[N=50],Latin Hypercube Sampling,0.1,30,0,0.0,inf,,50,medium_21_100
DIAGPQE[N=50],Multi-start L-BFGS-B,1e-05,30,0,0.0,inf,,50,medium_21_100
DIAGPQE[N=50],Multi-start L-BFGS-B,0.001,30,0,0.0,inf,,50,medium_21_100
DIAGPQE[N=50],Multi-start L-BFGS-B,0.1,30,0,0.0,inf,,50,medium_21_100
DIAGPQE[N=50],Random Search,1e-05,30,0,0.0,inf,,50,medium_21_100
DIAGPQE[N=50],Random Search,0.001,30,0,0.0,inf,,50,medium_21_100
DIAGPQE[N=50],Random Search,0.1,30,0,0.0,inf,,50,medium_21_100
DIAGPQT[N=500],BIPOP-CMA-ES,1e-05,30,0,0.0,inf,,500,large_101_500
DIAGPQT[N=500],BIPOP-CMA-ES,0.001,30,0,0.0,inf,,500,large_101_500
DIAGPQT[N=500],BIPOP-CMA-ES,0.1,30,0,0.0,inf,,500,large_101_500
DIAGPQT[N=500],BasinGraph,1e-05,30,30,1.0,9257.0,9257.0,500,large_101_500
DIAGPQT[N=500],BasinGraph,0.001,30,30,1.0,9257.0,9257.0,500,large_101_500
DIAGPQT[N=500],BasinGraph,0.1,30,30,1.0,9257.0,9257.0,500,large_101_500
DIAGPQT[N=500],CMA-ES,1e-05,30,0,0.0,inf,,500,large_101_500
DIAGPQT[N=500],CMA-ES,0.001,30,0,0.0,inf,,500,large_101_500
DIAGPQT[N=500],CMA-ES,0.1,30,0,0.0,inf,,500,large_101_500
DIAGPQT[N=500],Differential Evolution,1e-05,30,0,0.0,inf,,500,large_101_500
DIAGPQT[N=500],Differential Evolution,0.001,30,0,0.0,inf,,500,large_101_500
DIAGPQT[N=500],Differential Evolution,0.1,30,0,0.0,inf,,500,large_101_500
DIAGPQT[N=500],Latin Hypercube Sampling,1e-05,30,0,0.0,inf,,500,large_101_500
DIAGPQT[N=500],Latin Hypercube Sampling,0.001,30,0,0.0,inf,,500,large_101_500
DIAGPQT[N=500],Latin Hypercube Sampling,0.1,30,0,0.0,inf,,500,large_101_500
DIAGPQT[N=500],Multi-start L-BFGS-B,1e-05,30,0,0.0,inf,,500,large_101_500
DIAGPQT[N=500],Multi-start L-BFGS-B,0.001,30,0,0.0,inf,,500,large_101_500
DIAGPQT[N=500],Multi-start L-BFGS-B,0.1,30,0,0.0,inf,,500,large_101_500
DIAGPQT[N=500],Random Search,1e-05,30,0,0.0,inf,,500,large_101_500
DIAGPQT[N=500],Random Search,0.001,30,0,0.0,inf,,500,large_101_500
DIAGPQT[N=500],Random Search,0.1,30,0,0.0,inf,,500,large_101_500
EGGCRATEB,BIPOP-CMA-ES,1e-05,30,28,0.9333333333333333,377.2142857142857,175.0,2,small_2_20
EGGCRATEB,BIPOP-CMA-ES,0.001,30,28,0.9333333333333333,315.92857142857144,112.5,2,small_2_20
EGGCRATEB,BIPOP-CMA-ES,0.1,30,29,0.9666666666666667,129.93103448275863,38.0,2,small_2_20
EGGCRATEB,BasinGraph,1e-05,30,30,1.0,1.0,1.0,2,small_2_20
EGGCRATEB,BasinGraph,0.001,30,30,1.0,1.0,1.0,2,small_2_20
EGGCRATEB,BasinGraph,0.1,30,30,1.0,1.0,1.0,2,small_2_20
EGGCRATEB,CMA-ES,1e-05,30,24,0.8,397.0,141.5,2,small_2_20
EGGCRATEB,CMA-ES,0.001,30,24,0.8,332.375,83.5,2,small_2_20
EGGCRATEB,CMA-ES,0.1,30,24,0.8,278.7916666666667,26.0,2,small_2_20
EGGCRATEB,Differential Evolution,1e-05,30,30,1.0,437.3333333333333,434.5,2,small_2_20
EGGCRATEB,Differential Evolution,0.001,30,30,1.0,274.53333333333336,280.5,2,small_2_20
EGGCRATEB,Differential Evolution,0.1,30,30,1.0,72.83333333333333,63.5,2,small_2_20
EGGCRATEB,Latin Hypercube Sampling,1e-05,30,0,0.0,inf,,2,small_2_20
EGGCRATEB,Latin Hypercube Sampling,0.001,30,1,0.03333333333333333,29286.0,286.0,2,small_2_20
EGGCRATEB,Latin Hypercube Sampling,0.1,30,30,1.0,176.6,145.5,2,small_2_20
EGGCRATEB,Multi-start L-BFGS-B,1e-05,30,30,1.0,1.0,1.0,2,small_2_20
EGGCRATEB,Multi-start L-BFGS-B,0.001,30,30,1.0,1.0,1.0,2,small_2_20
EGGCRATEB,Multi-start L-BFGS-B,0.1,30,30,1.0,1.0,1.0,2,small_2_20
EGGCRATEB,Random Search,1e-05,30,30,1.0,1.0,1.0,2,small_2_20
EGGCRATEB,Random Search,0.001,30,30,1.0,1.0,1.0,2,small_2_20
EGGCRATEB,Random Search,0.1,30,30,1.0,1.0,1.0,2,small_2_20
ELATVIDUB,BIPOP-CMA-ES,1e-05,30,19,0.6333333333333333,1080.4736842105262,246.0,2,small_2_20
ELATVIDUB,BIPOP-CMA-ES,0.001,30,24,0.8,738.2083333333334,460.0,2,small_2_20
ELATVIDUB,BIPOP-CMA-ES,0.1,30,30,1.0,56.2,56.5,2,small_2_20
ELATVIDUB,BasinGraph,1e-05,30,1,0.03333333333333333,29938.0,938.0,2,small_2_20
ELATVIDUB,BasinGraph,0.001,30,3,0.1,9940.333333333334,926.0,2,small_2_20
ELATVIDUB,BasinGraph,0.1,30,30,1.0,1.0,1.0,2,small_2_20
ELATVIDUB,CMA-ES,1e-05,30,13,0.43333333333333335,1527.4615384615386,214.0,2,small_2_20
ELATVIDUB,CMA-ES,0.001,30,14,0.4666666666666667,1268.4285714285713,114.5,2,small_2_20
ELATVIDUB,CMA-ES,0.1,30,30,1.0,36.666666666666664,36.5,2,small_2_20
ELATVIDUB,Differential Evolution,1e-05,30,27,0.9,647.8888888888889,527.0,2,small_2_20
ELATVIDUB,Differential Evolution,0.001,30,28,0.9333333333333333,369.10714285714283,266.0,2,small_2_20
ELATVIDUB,Differential Evolution,0.1,30,30,1.0,98.03333333333333,98.0,2,small_2_20
ELATVIDUB,Latin Hypercube Sampling,1e-05,30,0,0.0,inf,,2,small_2_20
ELATVIDUB,Latin Hypercube Sampling,0.001,30,1,0.03333333333333333,29221.0,221.0,2,small_2_20
ELATVIDUB,Latin Hypercube Sampling,0.1,30,29,0.9666666666666667,396.0689655172414,286.0,2,small_2_20
ELATVIDUB,Multi-start L-BFGS-B,1e-05,30,26,0.8666666666666667,338.0769230769231,143.5,2,small_2_20
ELATVIDUB,Multi-start L-BFGS-B,0.001,30,26,0.8666666666666667,329.88461538461536,131.5,2,small_2_20
ELATVIDUB,Multi-start L-BFGS-B,0.1,30,30,1.0,1.0,1.0,2,small_2_20
ELATVIDUB,Random Search,1e-05,30,0,0.0,inf,,2,small_2_20
ELATVIDUB,Random Search,0.001,30,0,0.0,inf,,2,small_2_20
ELATVIDUB,Random Search,0.1,30,30,1.0,1.0,1.0,2,small_2_20
EXP2B,BIPOP-CMA-ES,1e-05,30,30,1.0,220.43333333333334,191.0,2,small_2_20
EXP2B,BIPOP-CMA-ES,0.001,30,30,1.0,145.36666666666667,109.0,2,small_2_20
EXP2B,BIPOP-CMA-ES,0.1,30,30,1.0,61.3,28.0,2,small_2_20
EXP2B,BasinGraph,1e-05,30,30,1.0,87.0,87.0,2,small_2_20
EXP2B,BasinGraph,0.001,30,30,1.0,81.0,81.0,2,small_2_20
EXP2B,BasinGraph,0.1,30,30,1.0,45.733333333333334,66.0,2,small_2_20
EXP2B,CMA-ES,1e-05,30,30,1.0,185.66666666666666,188.0,2,small_2_20
EXP2B,CMA-ES,0.001,30,30,1.0,124.6,124.5,2,small_2_20
EXP2B,CMA-ES,0.1,30,30,1.0,33.0,32.0,2,small_2_20
EXP2B,Differential Evolution,1e-05,30,30,1.0,377.0,373.0,2,small_2_20
EXP2B,Differential Evolution,0.001,30,30,1.0,221.16666666666666,216.0,2,small_2_20
EXP2B,Differential Evolution,0.1,30,30,1.0,52.86666666666667,42.5,2,small_2_20
EXP2B,Latin Hypercube Sampling,1e-05,30,0,0.0,inf,,2,small_2_20
EXP2B,Latin Hypercube Sampling,0.001,30,4,0.13333333333333333,6821.75,258.5,2,small_2_20
EXP2B,Latin Hypercube Sampling,0.1,30,30,1.0,49.56666666666667,50.5,2,small_2_20
EXP2B,Multi-start L-BFGS-B,1e-05,30,30,1.0,52.0,52.0,2,small_2_20
EXP2B,Multi-start L-BFGS-B,0.001,30,30,1.0,46.0,46.0,2,small_2_20
EXP2B,Multi-start L-BFGS-B,0.1,30,30,1.0,31.0,31.0,2,small_2_20
EXP2B,Random Search,1e-05,30,0,0.0,inf,,2,small_2_20
EXP2B,Random Search,0.001,30,1,0.03333333333333333,29638.0,638.0,2,small_2_20
EXP2B,Random Search,0.1,30,30,1.0,38.36666666666667,32.0,2,small_2_20
EXPLIN2[N=12],BIPOP-CMA-ES,1e-05,30,0,0.0,inf,,101,large_101_500
EXPLIN2[N=12],BIPOP-CMA-ES,0.001,30,0,0.0,inf,,101,large_101_500
EXPLIN2[N=12],BIPOP-CMA-ES,0.1,30,30,1.0,471.4,425.0,101,large_101_500
EXPLIN2[N=12],BasinGraph,1e-05,30,0,0.0,inf,,101,large_101_500
EXPLIN2[N=12],BasinGraph,0.001,30,30,1.0,1692.7,1897.0,101,large_101_500
EXPLIN2[N=12],BasinGraph,0.1,30,30,1.0,760.2666666666667,351.5,101,large_101_500
EXPLIN2[N=12],CMA-ES,1e-05,30,0,0.0,inf,,101,large_101_500
EXPLIN2[N=12],CMA-ES,0.001,30,0,0.0,inf,,101,large_101_500
EXPLIN2[N=12],CMA-ES,0.1,30,30,1.0,329.53333333333336,299.5,101,large_101_500
EXPLIN2[N=12],Differential Evolution,1e-05,30,0,0.0,inf,,101,large_101_500
EXPLIN2[N=12],Differential Evolution,0.001,30,0,0.0,inf,,101,large_101_500
EXPLIN2[N=12],Differential Evolution,0.1,30,0,0.0,inf,,101,large_101_500
EXPLIN2[N=12],Latin Hypercube Sampling,1e-05,30,0,0.0,inf,,101,large_101_500
EXPLIN2[N=12],Latin Hypercube Sampling,0.001,30,0,0.0,inf,,101,large_101_500
EXPLIN2[N=12],Latin Hypercube Sampling,0.1,30,0,0.0,inf,,101,large_101_500
EXPLIN2[N=12],Multi-start L-BFGS-B,1e-05,30,30,1.0,613.0,613.0,101,large_101_500
EXPLIN2[N=12],Multi-start L-BFGS-B,0.001,30,30,1.0,307.0,307.0,101,large_101_500
EXPLIN2[N=12],Multi-start L-BFGS-B,0.1,30,30,1.0,103.0,103.0,101,large_101_500
EXPLIN2[N=12],Random Search,1e-05,30,0,0.0,inf,,101,large_101_500
EXPLIN2[N=12],Random Search,0.001,30,0,0.0,inf,,101,large_101_500
EXPLIN2[N=12],Random Search,0.1,30,0,0.0,inf,,101,large_101_500
EXPLIN[N=12],BIPOP-CMA-ES,1e-05,30,0,0.0,inf,,101,large_101_500
EXPLIN[N=12],BIPOP-CMA-ES,0.001,30,0,0.0,inf,,101,large_101_500
EXPLIN[N=12],BIPOP-CMA-ES,0.1,30,29,0.9666666666666667,2004.0689655172414,1759.0,101,large_101_500
EXPLIN[N=12],BasinGraph,1e-05,30,30,1.0,322.0,322.0,101,large_101_500
EXPLIN[N=12],BasinGraph,0.001,30,30,1.0,317.0,317.0,101,large_101_500
EXPLIN[N=12],BasinGraph,0.1,30,30,1.0,285.0,285.0,101,large_101_500
EXPLIN[N=12],CMA-ES,1e-05,30,0,0.0,inf,,101,large_101_500
EXPLIN[N=12],CMA-ES,0.001,30,0,0.0,inf,,101,large_101_500
EXPLIN[N=12],CMA-ES,0.1,30,29,0.9666666666666667,1814.2068965517242,1516.0,101,large_101_500
EXPLIN[N=12],Differential Evolution,1e-05,30,0,0.0,inf,,101,large_101_500
EXPLIN[N=12],Differential Evolution,0.001,30,0,0.0,inf,,101,large_101_500
EXPLIN[N=12],Differential Evolution,0.1,30,0,0.0,inf,,101,large_101_500
EXPLIN[N=12],Latin Hypercube Sampling,1e-05,30,0,0.0,inf,,101,large_101_500
EXPLIN[N=12],Latin Hypercube Sampling,0.001,30,0,0.0,inf,,101,large_101_500
EXPLIN[N=12],Latin Hypercube Sampling,0.1,30,0,0.0,inf,,101,large_101_500
EXPLIN[N=12],Multi-start L-BFGS-B,1e-05,30,0,0.0,inf,,101,large_101_500
EXPLIN[N=12],Multi-start L-BFGS-B,0.001,30,0,0.0,inf,,101,large_101_500
EXPLIN[N=12],Multi-start L-BFGS-B,0.1,30,1,0.03333333333333333,147777.0,1327.0,101,large_101_500
EXPLIN[N=12],Random Search,1e-05,30,0,0.0,inf,,101,large_101_500
EXPLIN[N=12],Random Search,0.001,30,0,0.0,inf,,101,large_101_500
EXPLIN[N=12],Random Search,0.1,30,0,0.0,inf,,101,large_101_500
FBRAIN2LS,BIPOP-CMA-ES,1e-05,30,0,0.0,inf,,4,small_2_20
FBRAIN2LS,BIPOP-CMA-ES,0.001,30,0,0.0,inf,,4,small_2_20
FBRAIN2LS,BIPOP-CMA-ES,0.1,30,24,0.8,474.5833333333333,206.0,4,small_2_20
FBRAIN2LS,BasinGraph,1e-05,30,0,0.0,inf,,4,small_2_20
FBRAIN2LS,BasinGraph,0.001,30,0,0.0,inf,,4,small_2_20
FBRAIN2LS,BasinGraph,0.1,30,27,0.9,619.7407407407408,649.0,4,small_2_20
FBRAIN2LS,CMA-ES,1e-05,30,0,0.0,inf,,4,small_2_20
FBRAIN2LS,CMA-ES,0.001,30,0,0.0,inf,,4,small_2_20
FBRAIN2LS,CMA-ES,0.1,30,28,0.9333333333333333,319.75,193.0,4,small_2_20
FBRAIN2LS,Differential Evolution,1e-05,30,0,0.0,inf,,4,small_2_20
FBRAIN2LS,Differential Evolution,0.001,30,0,0.0,inf,,4,small_2_20
FBRAIN2LS,Differential Evolution,0.1,30,19,0.6333333333333333,1158.578947368421,593.0,4,small_2_20
FBRAIN2LS,Latin Hypercube Sampling,1e-05,30,0,0.0,inf,,4,small_2_20
FBRAIN2LS,Latin Hypercube Sampling,0.001,30,0,0.0,inf,,4,small_2_20
FBRAIN2LS,Latin Hypercube Sampling,0.1,30,10,0.3333333333333333,2471.4,486.5,4,small_2_20
FBRAIN2LS,Multi-start L-BFGS-B,1e-05,30,1,0.03333333333333333,29991.0,991.0,4,small_2_20
FBRAIN2LS,Multi-start L-BFGS-B,0.001,30,1,0.03333333333333333,29991.0,991.0,4,small_2_20
FBRAIN2LS,Multi-start L-BFGS-B,0.1,30,30,1.0,207.33333333333334,108.5,4,small_2_20
FBRAIN2LS,Random Search,1e-05,30,0,0.0,inf,,4,small_2_20
FBRAIN2LS,Random Search,0.001,30,0,0.0,inf,,4,small_2_20
FBRAIN2LS,Random Search,0.1,30,10,0.3333333333333333,2470.5,415.0,4,small_2_20
FBRAINLS,BIPOP-CMA-ES,1e-05,30,19,0.6333333333333333,1084.1052631578948,403.0,2,small_2_20
